id,constant,display_name,sort_name,country,continent,digits,date,date_text,date_precision,notes,source_url,category_tags,is_juggling,is_public
e-abd-halim-aqmar-faris-malaysia-127-2019-04-23,e,"Abd Halim, Aqmar Faris","Abd Halim, Aqmar Faris",Malaysia,Asia,127,2019-04-23,23 April 2019,day,1 min 4 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-halim-nurulhuda-malaysia-144-2019-04-23,e,"Abdul Halim, Nurulhuda","Abdul Halim, Nurulhuda",Malaysia,Asia,144,2019-04-23,23 April 2019,day,1 min 26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-malek-nur-hannah-fatini-malaysia-66-2019-04-23,e,"Abdul Malek, Nur Hannah Fatini","Abdul Malek, Nur Hannah Fatini",Malaysia,Asia,66,2019-04-23,23 April 2019,day,44 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-rahim-fitratun-najahah-malaysia-148-2019-04-23,e,"Abdul Rahim, Fitratun Najahah","Abdul Rahim, Fitratun Najahah",Malaysia,Asia,148,2019-04-23,23 April 2019,day,1 min 48 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-rashid-ainin-ridwana-malaysia-48-2019-04-23,e,"Abdul Rashid, Ainin Ridwana","Abdul Rashid, Ainin Ridwana",Malaysia,Asia,48,2019-04-23,23 April 2019,day,26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-rashid-nur-amirah-malaysia-39-2019-04-23,e,"Abdul Rashid, Nur Amirah","Abdul Rashid, Nur Amirah",Malaysia,Asia,39,2019-04-23,23 April 2019,day,19 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdul-rasid-amirah-liana-malaysia-106-2019-04-23,e,"Abdul Rasid, Amirah Liana","Abdul Rasid, Amirah Liana",Malaysia,Asia,106,2019-04-23,23 April 2019,day,2 min 10 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abdullah-siti-nur-aisyah-malaysia-23-2019-04-23,e,"Abdullah, Siti Nur Aisyah","Abdullah, Siti Nur Aisyah",Malaysia,Asia,23,2019-04-23,23 April 2019,day,1 min 5 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-abu-bakar-nur-syafikah-malaysia-132-2019-04-23,e,"Abu Bakar, Nur Syafikah","Abu Bakar, Nur Syafikah",Malaysia,Asia,132,2019-04-23,23 April 2019,day,1 min 26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-adzleen-hadzry-nur-naisha-irdina-malaysia-211-2019-04-23,e,"Adzleen Hadzry, Nur Naisha Irdina","Adzleen Hadzry, Nur Naisha Irdina",Malaysia,Asia,211,2019-04-23,23 April 2019,day,2 min 12 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-afizi-nur-aisya-malaysia-58-2019-04-23,e,"Afizi, Nur Aisya","Afizi, Nur Aisya",Malaysia,Asia,58,2019-04-23,23 April 2019,day,26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-agatic-bruno-croatia-3600-2018-05-27,e,"Agatic, Bruno","Agatic, Bruno",Croatia,Europe,3600,2018-05-27,27 May 2018,day,20 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ahmad-fuad-mawaddah-malaysia-124-2019-04-23,e,"Ahmad Fuad, Mawaddah","Ahmad Fuad, Mawaddah",Malaysia,Asia,124,2019-04-23,23 April 2019,day,1 min 26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ahmad-nazri-alia-nurfajrina-malaysia-145-2019-04-23,e,"Ahmad Nazri, Alia Nurfajrina","Ahmad Nazri, Alia Nurfajrina",Malaysia,Asia,145,2019-04-23,23 April 2019,day,2 min 35 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ahmad-sahbudin-hariz-haikal-malaysia-48-2019-04-23,e,"Ahmad Sahbudin, Hariz Haikal","Ahmad Sahbudin, Hariz Haikal",Malaysia,Asia,48,2019-04-23,23 April 2019,day,44 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ahmad-shazri-umairah-malaysia-58-2019-04-23,e,"Ahmad Shazri, Umairah","Ahmad Shazri, Umairah",Malaysia,Asia,58,2019-04-23,23 April 2019,day,56 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-aisha-wan-shahidatul-akma-malaysia-66-2019-04-23,e,"Aisha, Wan Shahidatul Akma","Aisha, Wan Shahidatul Akma",Malaysia,Asia,66,2019-04-23,23 April 2019,day,51 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-alias-muhammad-aqil-qayyum-malaysia-77-2019-04-23,e,"Alias, Muhammad Aqil Qayyum","Alias, Muhammad Aqil Qayyum",Malaysia,Asia,77,2019-04-23,23 April 2019,day,2 min 2 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-amir-ruddin-amirah-maisarah-malaysia-75-2019-04-23,e,"Amir Ruddin, Amirah Maisarah","Amir Ruddin, Amirah Maisarah",Malaysia,Asia,75,2019-04-23,23 April 2019,day,1 min 4 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-amsuess-lukas-germany-1810-2007-03-22,e,"Amsuess, Lukas","Amsuess, Lukas",Germany,Europe,1810,2007-03-22,22 March 2007,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ariffin-nur-batrisyia-malaysia-29-2019-04-23,e,"Ariffin, Nur Batrisyia","Ariffin, Nur Batrisyia",Malaysia,Asia,29,2019-04-23,23 April 2019,day,33 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ashraf-adriana-damia-malaysia-42-2019-04-23,e,"Ashraf, Adriana Damia","Ashraf, Adriana Damia",Malaysia,Asia,42,2019-04-23,23 April 2019,day,25 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-aswazir-muhammad-alif-haikal-malaysia-113-2019-04-23,e,"Aswazir, Muhammad Alif Haikal","Aswazir, Muhammad Alif Haikal",Malaysia,Asia,113,2019-04-23,23 April 2019,day,58 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ayob-siti-nur-solehah-malaysia-112-2019-04-23,e,"Ayob, Siti Nur Solehah","Ayob, Siti Nur Solehah",Malaysia,Asia,112,2019-04-23,23 April 2019,day,45 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azaid-damia-dhamirah-malaysia-23-2019-04-23,e,"Azaid, Damia Dhamirah","Azaid, Damia Dhamirah",Malaysia,Asia,23,2019-04-23,23 April 2019,day,23 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azarinudin-muhammad-hazim-malaysia-156-2019-04-23,e,"Azarinudin, Muhammad Hazim","Azarinudin, Muhammad Hazim",Malaysia,Asia,156,2019-04-23,23 April 2019,day,1 min 50 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azhar-azira-idayu-malaysia-60-2019-04-23,e,"Azhar, Azira Idayu","Azhar, Azira Idayu",Malaysia,Asia,60,2019-04-23,23 April 2019,day,54 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azhar-azira-izati-malaysia-36-2019-04-23,e,"Azhar, Azira Izati","Azhar, Azira Izati",Malaysia,Asia,36,2019-04-23,23 April 2019,day,25 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azhar-muhammad-haiqal-malaysia-114-2019-04-23,e,"Azhar, Muhammad Haiqal","Azhar, Muhammad Haiqal",Malaysia,Asia,114,2019-04-23,23 April 2019,day,43 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azhar-nur-zafirah-najwa-malaysia-90-2019-04-23,e,"Azhar, Nur Zafirah Najwa","Azhar, Nur Zafirah Najwa",Malaysia,Asia,90,2019-04-23,23 April 2019,day,36 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azhar-nurul-syamirah-shafinaz-malaysia-34-2019-04-23,e,"Azhar, Nurul Syamirah Shafinaz","Azhar, Nurul Syamirah Shafinaz",Malaysia,Asia,34,2019-04-23,23 April 2019,day,25 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-aziz-nurhafeza-malaysia-77-2019-04-23,e,"Aziz, Nurhafeza","Aziz, Nurhafeza",Malaysia,Asia,77,2019-04-23,23 April 2019,day,2 min 42 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azlisham-melissa-darwina-malaysia-75-2019-04-23,e,"Azlisham, Melissa Darwina","Azlisham, Melissa Darwina",Malaysia,Asia,75,2019-04-23,23 April 2019,day,25 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azmi-ahmad-nabawi-malaysia-90-2019-04-23,e,"Azmi, Ahmad Nabawi","Azmi, Ahmad Nabawi",Malaysia,Asia,90,2019-04-23,23 April 2019,day,1 min 38 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azmi-nur-azila-malaysia-62-2019-04-23,e,"Azmi, Nur Azila","Azmi, Nur Azila",Malaysia,Asia,62,2019-04-23,23 April 2019,day,26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azni-aiman-fikri-malaysia-125-2019-04-23,e,"Azni, Aiman Fikri","Azni, Aiman Fikri",Malaysia,Asia,125,2019-04-23,23 April 2019,day,1 min 33 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azrin-nur-aleeya-azwa-malaysia-45-2019-04-23,e,"Azrin, Nur Aleeya Azwa","Azrin, Nur Aleeya Azwa",Malaysia,Asia,45,2019-04-23,23 April 2019,day,46 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-azuan-aisyah-syazwani-malaysia-135-2019-04-23,e,"Azuan, Aisyah Syazwani","Azuan, Aisyah Syazwani",Malaysia,Asia,135,2019-04-23,23 April 2019,day,1 min 20 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-baharom-siti-balqis-malaysia-33-2019-04-23,e,"Baharom, Siti Balqis","Baharom, Siti Balqis",Malaysia,Asia,33,2019-04-23,23 April 2019,day,46 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-beck-papageorgiou-michael-great-britain-2222-2021-07-07,e,"Beck-Papageorgiou, Michael","Beck-Papageorgiou, Michael",Great Britain,Europe,2222,2021-07-07,7 July 2021,day,16 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-belev-ivaylo-bulgaria-111-2015-03-27,e,"Belev, Ivaylo","Belev, Ivaylo",Bulgaria,Europe,111,2015-03-27,27 March 2015,day,1 min 31 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-belhameche-salim-algeria-5100-2015-11-01,e,"Belhameche, Salim","Belhameche, Salim",Algeria,Africa,5100,2015-11-01,1 November 2015,day,World Record 2015; 1 hr 28 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-busboom-gerold-germany-571-2016-03-12,e,"Busboom, Gerold","Busboom, Gerold",Germany,Europe,571,2016-03-12,12 March 2016,day,2nd Pi Day in Emden/while juggling 3 balls,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal|juggling,true,true
e-chan-owen-wei-wen-malaysia-105-2019-04-23,e,"Chan, Owen Wei Wen","Chan, Owen Wei Wen",Malaysia,Asia,105,2019-04-23,23 April 2019,day,1 min 40 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-che-hasby-nur-anies-sofea-malaysia-155-2019-04-23,e,"Che Hasby, Nur Anies Sofea","Che Hasby, Nur Anies Sofea",Malaysia,Asia,155,2019-04-23,23 April 2019,day,2 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-chock-kah-zheng-malaysia-57-2019-04-23,e,"Chock, Kah Zheng","Chock, Kah Zheng",Malaysia,Asia,57,2019-04-23,23 April 2019,day,1 min 16 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-chon-sukmaali-malaysia-38-2019-04-23,e,"Chon, Sukmaali","Chon, Sukmaali",Malaysia,Asia,38,2019-04-23,23 April 2019,day,39 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-chong-rebecca-li-jia-malaysia-90-2019-04-23,e,"Chong, Rebecca Li Jia","Chong, Rebecca Li Jia",Malaysia,Asia,90,2019-04-23,23 April 2019,day,2 min 8 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-choo-kok-hao-malaysia-230-2019-04-23,e,"Choo, Kok Hao","Choo, Kok Hao",Malaysia,Asia,230,2019-04-23,23 April 2019,day,4 min 25 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-choo-yan-lim-malaysia-166-2019-04-23,e,"Choo, Yan Lim","Choo, Yan Lim",Malaysia,Asia,166,2019-04-23,23 April 2019,day,2 min 33 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-chua-yi-en-malaysia-124-2019-04-23,e,"Chua, Yi En","Chua, Yi En",Malaysia,Asia,124,2019-04-23,23 April 2019,day,5 min 10 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-chun-huat-mintra-malaysia-60-2019-04-23,e,"Chun Huat, Mintra","Chun Huat, Mintra",Malaysia,Asia,60,2019-04-23,23 April 2019,day,2 min 14 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-daud-intan-sharina-malaysia-114-2019-04-23,e,"Daud, Intan Sharina","Daud, Intan Sharina",Malaysia,Asia,114,2019-04-23,23 April 2019,day,48 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-desa-yahaya-nur-anis-farisha-malaysia-30-2019-04-23,e,"Desa@Yahaya, Nur Anis Farisha","Desa@Yahaya, Nur Anis Farisha",Malaysia,Asia,30,2019-04-23,23 April 2019,day,51 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-duch-meike-germany-666-2004-03-21,e,"Duch, Meike","Duch, Meike",Germany,Europe,666,2004-03-21,21 March 2004,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-dzulkafli-nur-danisya-wafiya-malaysia-80-2019-04-23,e,"Dzulkafli, Nur Danisya Wafiya","Dzulkafli, Nur Danisya Wafiya",Malaysia,Asia,80,2019-04-23,23 April 2019,day,1 min 56 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-dzulkarnain-alya-humairah-malaysia-38-2019-04-23,e,"Dzulkarnain, Alya Humairah","Dzulkarnain, Alya Humairah",Malaysia,Asia,38,2019-04-23,23 April 2019,day,19 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-gehrke-frauke-germany-100-2022-10-13,e,"Gehrke, Frauke","Gehrke, Frauke",Germany,Europe,100,2022-10-13,13 October 2022,day,1 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hairey-hazim-afifi-malaysia-40-2019-04-23,e,"Hairey, Hazim Afifi","Hairey, Hazim Afifi",Malaysia,Asia,40,2019-04-23,23 April 2019,day,1 min 29 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-halim-muhd-afis-hafifi-malaysia-42-2019-04-23,e,"Halim, Muhd Afis Hafifi","Halim, Muhd Afis Hafifi",Malaysia,Asia,42,2019-04-23,23 April 2019,day,31 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-halim-ummu-safiyah-malaysia-64-2019-04-23,e,"Halim, Ummu Safiyah","Halim, Ummu Safiyah",Malaysia,Asia,64,2019-04-23,23 April 2019,day,27 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hanif-anis-mursyidah-malaysia-138-2019-04-23,e,"Hanif, Anis Mursyidah","Hanif, Anis Mursyidah",Malaysia,Asia,138,2019-04-23,23 April 2019,day,2 min 48 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hashini-amira-syaza-malaysia-300-2019-04-23,e,"Hashini, Amira Syaza","Hashini, Amira Syaza",Malaysia,Asia,300,2019-04-23,23 April 2019,day,4 min 30 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hasri-farah-nabila-malaysia-100-2019-04-23,e,"Hasri, Farah Nabila","Hasri, Farah Nabila",Malaysia,Asia,100,2019-04-23,23 April 2019,day,1 min 33 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hayazee-nur-hadzriana-yasriesha-malaysia-80-2019-04-23,e,"Hayazee, Nur Hadzriana Yasriesha","Hayazee, Nur Hadzriana Yasriesha",Malaysia,Asia,80,2019-04-23,23 April 2019,day,1 min 48 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hayazee-nur-haifa-yashani-malaysia-126-2019-04-23,e,"Hayazee, Nur Haifa Yashani","Hayazee, Nur Haifa Yashani",Malaysia,Asia,126,2019-04-23,23 April 2019,day,2 min 21 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-helmi-rizal-adriana-natasya-malaysia-50-2019-04-23,e,"Helmi Rizal, Adriana Natasya","Helmi Rizal, Adriana Natasya",Malaysia,Asia,50,2019-04-23,23 April 2019,day,34 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-hogg-chip-usa-1590-2007-01-31,e,"Hogg, Chip","Hogg, Chip",USA,North America,1590,2007-01-31,31 January 2007,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-humphry-stephen-australia-1000-2007-03-19,e,"Humphry, Stephen","Humphry, Stephen",Australia,Australia,1000,2007-03-19,19 March 2007,day,time: 5 min 46 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-huslan-saidatul-shamimi-malaysia-100-2019-04-23,e,"Huslan, Saidatul Shamimi","Huslan, Saidatul Shamimi",Malaysia,Asia,100,2019-04-23,23 April 2019,day,1 min 15 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-idris-nur-asna-syazana-malaysia-60-2019-04-23,e,"Idris, Nur Asna Syazana","Idris, Nur Asna Syazana",Malaysia,Asia,60,2019-04-23,23 April 2019,day,39 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ishak-nur-amni-idayu-malaysia-102-2019-04-23,e,"Ishak, Nur Amni Idayu","Ishak, Nur Amni Idayu",Malaysia,Asia,102,2019-04-23,23 April 2019,day,48 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ismail-aleeya-adeela-malaysia-72-2019-04-23,e,"Ismail, Aleeya Adeela","Ismail, Aleeya Adeela",Malaysia,Asia,72,2019-04-23,23 April 2019,day,1 min 26 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ismail-nur-arina-nadhirah-malaysia-210-2019-04-23,e,"Ismail, Nur Arina Nadhirah","Ismail, Nur Arina Nadhirah",Malaysia,Asia,210,2019-04-23,23 April 2019,day,3 min 49 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-ismail-suhaila-malaysia-75-2019-04-23,e,"Ismail, Suhaila","Ismail, Suhaila",Malaysia,Asia,75,2019-04-23,23 April 2019,day,41 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-jackaway-dylan-usa-333-2016-08-16,e,"Jackaway, Dylan","Jackaway, Dylan",USA,North America,333,2016-08-16,16 August 2016,day,2 min,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-jimmy-lim-putera-norshah-malaysia-169-2019-04-23,e,"Jimmy Lim, Putera Norshah","Jimmy Lim, Putera Norshah",Malaysia,Asia,169,2019-04-23,23 April 2019,day,1 min 58 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-jusri-adib-isyraff-malaysia-165-2019-04-23,e,"Jusri, Adib Isyraff","Jusri, Adib Isyraff",Malaysia,Asia,165,2019-04-23,23 April 2019,day,1 min 11 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-kamaruddin-siti-nuraishah-malaysia-24-2019-04-23,e,"Kamaruddin, Siti Nuraishah","Kamaruddin, Siti Nuraishah",Malaysia,Asia,24,2019-04-23,23 April 2019,day,14 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-kamarudin-abdul-rahim-malaysia-40-2019-04-23,e,"Kamarudin, Abdul Rahim","Kamarudin, Abdul Rahim",Malaysia,Asia,40,2019-04-23,23 April 2019,day,40 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-kamarul-zaman-muhammad-fadhil-malaysia-50-2019-04-23,e,"Kamarul Zaman, Muhammad Fadhil","Kamarul Zaman, Muhammad Fadhil",Malaysia,Asia,50,2019-04-23,23 April 2019,day,32 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-karmakar-bhaskar-india-5002-2007-11-25,e,"Karmakar, Bhaskar","Karmakar, Bhaskar",India,Asia,5002,2007-11-25,25 November 2007,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-keitsch-marcel-germany-1000-2019-06-18,e,"Keitsch, Marcel","Keitsch, Marcel",Germany,Europe,1000,2019-06-18,18 June 2019,day,28 minutes,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-kenneth-chong-malaysia-100-2019-04-23,e,"Kenneth, Chong","Kenneth, Chong",Malaysia,Asia,100,2019-04-23,23 April 2019,day,47 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-khalid-muhd-khairul-anaqi-malaysia-176-2019-04-23,e,"Khalid, Muhd Khairul Anaqi","Khalid, Muhd Khairul Anaqi",Malaysia,Asia,176,2019-04-23,23 April 2019,day,5 min 6 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-khandal-akshat-india-10000-2018-08-19,e,"Khandal, Akshat","Khandal, Akshat",India,Asia,10000,2018-08-19,19 August 2018,day,World Record 2018; 1 hr 38 min 42 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-khaw-zhi-xian-malaysia-101-2019-04-23,e,"Khaw, Zhi Xian","Khaw, Zhi Xian",Malaysia,Asia,101,2019-04-23,23 April 2019,day,41 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-kloeckner-dennis-germany-101-2007-03-14,e,"Kloeckner, Dennis","Kloeckner, Dennis",Germany,Europe,101,2007-03-14,14 March 2007,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-koch-mario-germany-962-2019-03-29,e,"Koch, Mario","Koch, Mario",Germany,Europe,962,2019-03-29,29 March 2019,day,,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-lamek-andreas-germany-121-2024-03-16,e,"Lamek, Andreas","Lamek, Andreas",Germany,Europe,121,2024-03-16,16 March 2024,day,7th Pi Day in Emden,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-lancaster-ralph-new-zealand-105-2020-10-22,e,"Lancaster, Ralph","Lancaster, Ralph",New Zealand,Australia,105,2020-10-22,22 October 2020,day,1 min; while juggling 3 balls,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&juggling=1&sort=digits,juggling,true,true
e-lancaster-ralph-new-zealand-300-2008-02-21,e,"Lancaster, Ralph","Lancaster, Ralph",New Zealand,Australia,300,2008-02-21,21 February 2008,day,both forwards and backwards,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-lee-shi-ying-malaysia-80-2019-04-23,e,"Lee, Shi Ying","Lee, Shi Ying",Malaysia,Asia,80,2019-04-23,23 April 2019,day,59 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-lietzow-andreas-germany-444-2004-03-21,e,"Lietzow, Andreas","Lietzow, Andreas",Germany,Europe,444,2004-03-21,21 March 2004,day,while juggling three/five balls,http://www.pi-world-ranking-list.com/lists/details/lietzow.html,juggling,true,true
e-lietzow-andreas-germany-555-2004-03-21,e,"Lietzow, Andreas","Lietzow, Andreas",Germany,Europe,555,2004-03-21,21 March 2004,day,details,http://www.pi-world-ranking-list.com/lists/details/lietzow.html,normal,false,true
e-loh-sin-chi-malaysia-169-2019-04-23,e,"Loh, Sin Chi","Loh, Sin Chi",Malaysia,Asia,169,2019-04-23,23 April 2019,day,2 min 8 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-lok-yong-fang-malaysia-150-2019-04-23,e,"Lok, Yong Fang","Lok, Yong Fang",Malaysia,Asia,150,2019-04-23,23 April 2019,day,1 min 22 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-luqman-balqis-malaysia-50-2019-04-23,e,"Luqman, Balqis","Luqman, Balqis",Malaysia,Asia,50,2019-04-23,23 April 2019,day,33 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-mahadi-muhd-alif-afif-malaysia-42-2019-04-23,e,"Mahadi, Muhd. Alif Afif","Mahadi, Muhd. Alif Afif",Malaysia,Asia,42,2019-04-23,23 April 2019,day,16 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
e-mahathir-nur-syafiqah-malaysia-69-2019-04-23,e,"Mahathir, Nur Syafiqah","Mahathir, Nur Syafiqah",Malaysia,Asia,69,2019-04-23,23 April 2019,day,32 sec,https://www.pi-world-ranking-list.com/index.php?page=lists&category=e&sort=digits,normal,false,true
